"Month","Species","Area","Transect","Quadrat","Biomass","Hits","hits_s","hits","species","model"
"July","Canada thistle","SWT","SWT-3",5,3,0,-0.554602993336625,0,"Canada thistle","Model 2"
"July","Little bluestem","NWT","NWT-1",3,3,3,-0.433200321965794,3,"Little bluestem","Model 2"
"July","Side oats gramma","SWT","SWT-1",1,3,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Bergamot","SET","SET-2",6,3,4,-0.392732764842184,4,"Bergamot","Model 2"
"September","Heath aster","MT","MT-3",2,3,5,-0.352265207718574,5,"Heath aster","Model 2"
"September","Stiff goldenrod","SWT","SWT-3",5,3,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"May","Bergamot","NWT","NWT-2",2,3.1,2,-0.473667879089405,2,"Bergamot","Model 2"
"May","Gray headed coneflower","NWT","NWT-2",4,3.1,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"May","Stiff goldenrod","NET","NET-3",2,3.1,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Field bindweed","WMT","WMT-1",4,3.1,1,-0.514135436213015,1,"Field bindweed","Model 2"
"July","Little bluestem","NWT","NWT-1",1,3.1,6,-0.311797650594964,6,"Little bluestem","Model 2"
"September","Missouri goldenrodf","NWT","NWT-1",3,3.1,0,-0.554602993336625,0,"Missouri goldenrodf","Model 2"
"September","Missouri goldenrodf","SET","SET-3",5,3.1,0,-0.554602993336625,0,"Missouri goldenrodf","Model 2"
"September","Panicle aster","NET","NET-1",3,3.1,9,-0.190394979224134,9,"Panicle aster","Model 2"
"September","Side oats gramma","NET","NET-3",5,3.1,6,-0.311797650594964,6,"Side oats gramma","Model 2"
"September","Stiff goldenrod","SET","SET-2",3,3.1,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Yellow wood sorrel","SWT","SWT-3",1,3.1,0,-0.554602993336625,0,"Yellow wood sorrel","Model 2"
"September","Yellow wood sorrel","WMT","WMT-1",6,3.1,0,-0.554602993336625,0,"Yellow wood sorrel","Model 2"
"May","Stiff goldenrod","NWT","NWT-1",2,3.2,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Black eyed Susan","SET","SET-2",5,3.2,0,-0.554602993336625,0,"Black eyed Susan","Model 2"
"July","Gray headed coneflower","NWT","NWT-1",3,3.2,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"July","Side oats gramma","SET","SET-2",3,3.2,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Smooth brome","SET","SET-3",5,3.2,0,-0.554602993336625,0,"Smooth brome","Model 2"
"July","Sweet clover","SWT","SWT-1",2,3.2,9,-0.190394979224134,9,"Sweet clover","Model 2"
"September","Bergamot","SWT","SWT-3",2,3.2,0,-0.554602993336625,0,"Bergamot","Model 2"
"September","Gray headed coneflower","SET","SET-2",2,3.2,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"September","Kentucky bluegrass","MT","MT-3",6,3.2,0,-0.554602993336625,0,"Kentucky bluegrass","Model 2"
"September","Stiff sunflower","SWT","SWT-3",1,3.2,2,-0.473667879089405,2,"Stiff sunflower","Model 2"
"May","Hedge bindweed","MT","MT-2",4,3.3,3,-0.433200321965794,3,"Hedge bindweed","Model 2"
"May","Little bluestem","WMT","WMT-2",1,3.3,12,-0.0689923078533035,12,"Little bluestem","Model 2"
"July","Cup plant","WMT","WMT-2",4,3.3,2,-0.473667879089405,2,"Cup plant","Model 2"
"July","Stiff goldenrod","NWT","NWT-3",3,3.3,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Black eyed Susan","NWT","NWT-1",3,3.3,0,-0.554602993336625,0,"Black eyed Susan","Model 2"
"September","Gray headed coneflower","NWT","NWT-2",3,3.3,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"September","Gray headed coneflower","NWT","NWT-2",6,3.3,3,-0.433200321965794,3,"Grey headed coneflower","Model 2"
"September","Pale purple coneflower","SWT","SWT-2",4,3.3,0,-0.554602993336625,0,"Pale purple coneflower","Model 2"
"September","Stiff goldenrod","SET","SET-3",5,3.3,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Yellow foxtail","SWT","SWT-3",4,3.3,0,-0.554602993336625,0,"Yellow foxtail","Model 2"
"July","Bergamot","WMT","WMT-2",1,3.4,5,-0.352265207718574,5,"Bergamot","Model 2"
"July","Field bindweed","MT","MT-2",6,3.4,7,-0.271330093471354,7,"Field bindweed","Model 2"
"July","Gray headed coneflower","WMT","WMT-3",2,3.4,19,0.214280592011967,19,"Grey headed coneflower","Model 2"
"July","Indiangrass","NET","NET-3",4,3.4,0,-0.554602993336625,0,"Indiangrass","Model 2"
"July","Stiff goldenrod","NET","NET-3",5,3.4,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Stiff goldenrod","WMT","WMT-2",4,3.4,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Canada wildrye","NWT","NWT-1",6,3.4,3,-0.433200321965794,3,"Canada wildrye","Model 2"
"September","Cup plant","WMT","WMT-3",5,3.4,4,-0.392732764842184,4,"Cup plant","Model 2"
"September","Oxeye sunflower","SET","SET-1",1,3.4,49,1.42830730572027,49,"Oxeye sunflower","Model 2"
"September","Panicle aster","SET","SET-1",3,3.4,3,-0.433200321965794,3,"Panicle aster","Model 2"
"September","Stiff goldenrod","NET","NET-2",4,3.4,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"May","Gray headed coneflower","WMT","WMT-2",6,3.5,9,-0.190394979224134,9,"Grey headed coneflower","Model 2"
"July","Field bindweed","WMT","WMT-1",2,3.5,2,-0.473667879089405,2,"Field bindweed","Model 2"
"July","Oxeye sunflower","SWT","SWT-1",5,3.5,0,-0.554602993336625,0,"Oxeye sunflower","Model 2"
"July","Side oats gramma","NWT","NWT-1",6,3.5,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"July","Side oats gramma","SET","SET-3",2,3.5,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Side oats gramma","WMT","WMT-2",6,3.5,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Canada wildrye","WMT","WMT-1",4,3.5,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"September","Field bindweed","MT","MT-1",2,3.5,0,-0.554602993336625,0,"Field bindweed","Model 2"
"September","Gray headed coneflower","NWT","NWT-2",2,3.5,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"September","Heath aster","MT","MT-3",5,3.5,0,-0.554602993336625,0,"Heath aster","Model 2"
"September","Pale purple coneflower","NET","NET-1",3,3.5,0,-0.554602993336625,0,"Pale purple coneflower","Model 2"
"September","Smooth brome","NET","NET-2",6,3.5,0,-0.554602993336625,0,"Smooth brome","Model 2"
"May","Hedge bindweed","MT","MT-3",2,3.6,10,-0.149927422100524,10,"Hedge bindweed","Model 2"
"July","Bergamot","SWT","SWT-2",2,3.6,2,-0.473667879089405,2,"Bergamot","Model 2"
"July","Canada wildrye","NET","NET-2",1,3.6,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"July","Side oats gramma","SWT","SWT-1",5,3.6,3,-0.433200321965794,3,"Side oats gramma","Model 2"
"July","Sweet clover","MT","MT-1",6,3.6,2,-0.473667879089405,2,"Sweet clover","Model 2"
"September","Bergamot","WMT","WMT-1",1,3.6,1,-0.514135436213015,1,"Bergamot","Model 2"
"September","Canada wildrye","SET","SET-3",5,3.6,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"September","Indiangrass","WMT","WMT-1",1,3.6,2,-0.473667879089405,2,"Indiangrass","Model 2"
"September","Side oats gramma","WMT","WMT-3",4,3.6,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Field bindweed","NET","NET-1",6,3.7,0,-0.554602993336625,0,"Field bindweed","Model 2"
"July","Bergamot","NWT","NWT-2",3,3.7,2,-0.473667879089405,2,"Bergamot","Model 2"
"July","Canada wildrye","WMT","WMT-1",2,3.7,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"July","Hedge bindweed","MT","MT-1",6,3.7,9,-0.190394979224134,9,"Hedge bindweed","Model 2"
"July","Stiff goldenrod","WMT","WMT-3",2,3.7,1,-0.514135436213015,1,"Stiff leaf goldenrod","Model 2"
"September","Bergamot","WMT","WMT-3",4,3.7,4,-0.392732764842184,4,"Bergamot","Model 2"
"September","Kentucky bluegrass","MT","MT-1",4,3.7,2,-0.473667879089405,2,"Kentucky bluegrass","Model 2"
"May","Stiff goldenrod","WMT","WMT-2",1,3.8,1,-0.514135436213015,1,"Stiff leaf goldenrod","Model 2"
"May","Sweet clover","MT","MT-1",6,3.8,0,-0.554602993336625,0,"Sweet clover","Model 2"
"July","Big bluestem","WMT","WMT-1",1,3.8,8,-0.230862536347744,8,"Big bluestem","Model 2"
"July","Indiangrass","NWT","NWT-1",3,3.8,48,1.38783974859666,48,"Indiangrass","Model 2"
"July","Stiff goldenrod","WMT","WMT-3",3,3.8,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Stiff goldenrod","WMT","WMT-3",6,3.8,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"September","Stiff goldenrod","SWT","SWT-3",6,3.8,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Switchgrass","NET","NET-1",1,3.8,0,-0.554602993336625,0,"Switchgrass","Model 2"
"May","Little bluestem","MT","MT-3",2,3.9,23,0.376150820506408,23,"Little bluestem","Model 2"
"July","Big bluestem","NET","NET-2",1,3.9,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Little bluestem","WMT","WMT-3",1,3.9,25,0.457085934753628,25,"Little bluestem","Model 2"
"July","Side oats gramma","SET","SET-1",6,3.9,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"July","Side oats gramma","WMT","WMT-2",3,3.9,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Black eyed Susan","SWT","SWT-2",2,3.9,0,-0.554602993336625,0,"Black eyed Susan","Model 2"
"September","Canada wildrye","SWT","SWT-3",1,3.9,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"September","Missouri goldenrodf","SET","SET-2",5,3.9,0,-0.554602993336625,0,"Missouri goldenrodf","Model 2"
"May","Bergamot","WMT","WMT-1",3,4,18,0.173813034888357,18,"Bergamot","Model 2"
"May","Canada wildrye","NET","NET-3",4,4,10,-0.149927422100524,10,"Canada wildrye","Model 2"
"May","Dandelion","NET","NET-3",3,4,2,-0.473667879089405,2,"Dandelion","Model 2"
"May","Little bluestem","WMT","WMT-3",2,4,1,-0.514135436213015,1,"Little bluestem","Model 2"
"July","Big bluestem","WMT","WMT-2",4,4,1,-0.514135436213015,1,"Big bluestem","Model 2"
"July","Gray headed coneflower","NWT","NWT-3",1,4,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"September","Big bluestem","SWT","SWT-3",5,4,3,-0.433200321965794,3,"Big bluestem","Model 2"
"September","Heath aster","NET","NET-1",2,4,0,-0.554602993336625,0,"Heath aster","Model 2"
"May","Cup plant","WMT","WMT-3",4,4.1,0,-0.554602993336625,0,"Cup plant","Model 2"
"May","Stiff goldenrod","NET","NET-2",2,4.1,10,-0.149927422100524,10,"Stiff leaf goldenrod","Model 2"
"July","Big bluestem","SET","SET-3",5,4.1,2,-0.473667879089405,2,"Big bluestem","Model 2"
"July","Gray headed coneflower","SET","SET-2",3,4.1,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"September","Bergamot","WMT","WMT-2",3,4.1,5,-0.352265207718574,5,"Bergamot","Model 2"
"September","Cup plant","NWT","NWT-3",3,4.1,0,-0.554602993336625,0,"Cup plant","Model 2"
"September","Little bluestem","NET","NET-2",1,4.1,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Smooth brome","NWT","NWT-1",2,4.1,0,-0.554602993336625,0,"Smooth brome","Model 2"
"September","Sweet clover","SET","SET-3",4,4.1,0,-0.554602993336625,0,"Sweet clover","Model 2"
"September","Switchgrass","SWT","SWT-2",2,4.1,8,-0.230862536347744,8,"Switchgrass","Model 2"
"May","Little bluestem","WMT","WMT-3",4,4.2,13,-0.0285247507296934,13,"Little bluestem","Model 2"
"May","Stiff goldenrod","NWT","NWT-3",4,4.2,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Big bluestem","NWT","NWT-2",1,4.2,7,-0.271330093471354,7,"Big bluestem","Model 2"
"July","Black medic","MT","MT-1",5,4.2,10,-0.149927422100524,10,"Black medic","Model 2"
"July","Prickly lettuce","NWT","NWT-1",1,4.2,0,-0.554602993336625,0,"Prickly lettuce","Model 2"
"September","Indiangrass","MT","MT-3",6,4.2,0,-0.554602993336625,0,"Indiangrass","Model 2"
"May","Ironweed","WMT","WMT-2",3,4.3,0,-0.554602993336625,0,"Ironweed","Model 2"
"May","Smooth brome","MT","MT-2",1,4.3,8,-0.230862536347744,8,"Smooth brome","Model 2"
"July","Black eyed Susan","NET","NET-3",6,4.3,0,-0.554602993336625,0,"Black eyed Susan","Model 2"
"July","Field bindweed","MT","MT-1",2,4.3,10,-0.149927422100524,10,"Field bindweed","Model 2"
"July","Field bindweed","MT","MT-1",5,4.3,5,-0.352265207718574,5,"Field bindweed","Model 2"
"September","Cup plant","SWT","SWT-1",2,4.3,0,-0.554602993336625,0,"Cup plant","Model 2"
"May","Cup plant","NET","NET-1",1,4.4,1,-0.514135436213015,1,"Cup plant","Model 2"
"May","Stiff goldenrod","WMT","WMT-3",1,4.4,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Big bluestem","NET","NET-1",1,4.4,1,-0.514135436213015,1,"Big bluestem","Model 2"
"July","Sweet clover","NET","NET-1",5,4.4,4,-0.392732764842184,4,"Sweet clover","Model 2"
"September","Bergamot","SWT","SWT-1",3,4.4,5,-0.352265207718574,5,"Bergamot","Model 2"
"September","Ditchweed","SET","SET-2",6,4.4,0,-0.554602993336625,0,"Ditchweed","Model 2"
"September","Side oats gramma","NWT","NWT-1",5,4.4,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Stiff sunflower","MT","MT-3",3,4.4,0,-0.554602993336625,0,"Stiff sunflower","Model 2"
"July","Big bluestem","NWT","NWT-1",3,4.5,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Side oats gramma","WMT","WMT-1",6,4.5,3,-0.433200321965794,3,"Side oats gramma","Model 2"
"September","Smooth brome","WMT","WMT-2",6,4.5,25,0.457085934753628,25,"Smooth brome","Model 2"
"September","Smooth groundcherry","WMT","WMT-1",3,4.5,0,-0.554602993336625,0,"Smooth groundcherry","Model 2"
"July","Leafy spurge","NET","NET-1",5,4.6,4,-0.392732764842184,4,"Leafy spurge","Model 2"
"July","Sweet clover","MT","MT-1",5,4.6,1,-0.514135436213015,1,"Sweet clover","Model 2"
"September","Gray headed coneflower","NET","NET-3",2,4.6,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"September","Little bluestem","NWT","NWT-1",2,4.6,15,0.0524103635175268,15,"Little bluestem","Model 2"
"September","Oxeye sunflower","SET","SET-1",2,4.6,16,0.0928779206411369,16,"Oxeye sunflower","Model 2"
"May","Little bluestem","MT","MT-1",5,4.7,15,0.0524103635175268,15,"Little bluestem","Model 2"
"May","Stiff goldenrod","NWT","NWT-2",2,4.7,8,-0.230862536347744,8,"Stiff leaf goldenrod","Model 2"
"July","Bergamot","WMT","WMT-1",1,4.7,4,-0.392732764842184,4,"Bergamot","Model 2"
"July","Big bluestem","SET","SET-3",4,4.7,1,-0.514135436213015,1,"Big bluestem","Model 2"
"July","Field bindweed","SWT","SWT-3",3,4.7,5,-0.352265207718574,5,"Field bindweed","Model 2"
"July","Indiangrass","SWT","SWT-1",1,4.7,16,0.0928779206411369,16,"Indiangrass","Model 2"
"July","Little bluestem","SET","SET-2",6,4.7,4,-0.392732764842184,4,"Little bluestem","Model 2"
"September","Bergamot","SET","SET-1",6,4.7,0,-0.554602993336625,0,"Bergamot","Model 2"
"September","Bergamot","WMT","WMT-3",5,4.7,15,0.0524103635175268,15,"Bergamot","Model 2"
"September","Bergamot","NET","NET-1",5,4.8,8,-0.230862536347744,8,"Bergamot","Model 2"
"September","Missouri goldenrodf","SET","SET-2",2,4.8,3,-0.433200321965794,3,"Missouri goldenrodf","Model 2"
"July","Gray headed coneflower","NWT","NWT-1",6,4.9,5,-0.352265207718574,5,"Grey headed coneflower","Model 2"
"July","Stiff goldenrod","SET","SET-2",1,4.9,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"September","Bergamot","SET","SET-1",5,4.9,2,-0.473667879089405,2,"Bergamot","Model 2"
"September","Little bluestem","NWT","NWT-1",4,4.9,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Panicle aster","SET","SET-3",5,4.9,6,-0.311797650594964,6,"Panicle aster","Model 2"
"May","Gray headed coneflower","WMT","WMT-2",1,5,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"May","Hedge bindweed","MT","MT-2",3,5,1,-0.514135436213015,1,"Hedge bindweed","Model 2"
"July","Big bluestem","WMT","WMT-3",4,5,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Prickly lettuce","WMT","WMT-3",2,5,0,-0.554602993336625,0,"Prickly lettuce","Model 2"
"May","Hedge bindweed","NWT","NWT-1",1,5.1,0,-0.554602993336625,0,"Hedge bindweed","Model 2"
"September","Bergamot","SET","SET-2",4,5.1,4,-0.392732764842184,4,"Bergamot","Model 2"
"September","Side oats gramma","WMT","WMT-2",2,5.1,1,-0.514135436213015,1,"Side oats gramma","Model 2"
"May","Little bluestem","WMT","WMT-1",5,5.2,6,-0.311797650594964,6,"Little bluestem","Model 2"
"July","Canada wildrye","WMT","WMT-1",3,5.2,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"July","Canada wildrye","WMT","WMT-3",1,5.2,3,-0.433200321965794,3,"Canada wildrye","Model 2"
"September","Bergamot","SWT","SWT-3",3,5.2,5,-0.352265207718574,5,"Bergamot","Model 2"
"May","Sweet clover","WMT","WMT-3",6,5.3,29,0.618956163248068,29,"Sweet clover","Model 2"
"July","Side oats gramma","WMT","WMT-3",1,5.3,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"May","Bergamot","WMT","WMT-3",2,5.4,3,-0.433200321965794,3,"Bergamot","Model 2"
"July","Field bindweed","WMT","WMT-1",3,5.4,1,-0.514135436213015,1,"Field bindweed","Model 2"
"July","Little bluestem","SWT","SWT-1",5,5.4,3,-0.433200321965794,3,"Little bluestem","Model 2"
"September","Gray headed coneflower","SWT","SWT-3",5,5.4,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"September","Pale purple coneflower","SET","SET-1",4,5.4,1,-0.514135436213015,1,"Pale purple coneflower","Model 2"
"September","Stiff goldenrod","SET","SET-2",1,5.4,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Sweet clover","SWT","SWT-1",3,5.4,14,0.0119428063939167,14,"Sweet clover","Model 2"
"May","Hedge bindweed","MT","MT-2",5,5.6,4,-0.392732764842184,4,"Hedge bindweed","Model 2"
"July","Canada thistle","SWT","SWT-3",4,5.6,0,-0.554602993336625,0,"Canada thistle","Model 2"
"July","Common ragweed","SWT","SWT-3",5,5.6,7,-0.271330093471354,7,"Common ragweed","Model 2"
"July","Indiangrass","WMT","WMT-1",1,5.6,8,-0.230862536347744,8,"Indiangrass","Model 2"
"July","Stiff goldenrod","SET","SET-2",2,5.6,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Gray headed coneflower","SET","SET-2",5,5.6,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"September","Kentucky bluegrass","MT","MT-3",3,5.6,5,-0.352265207718574,5,"Kentucky bluegrass","Model 2"
"July","Gray headed coneflower","NET","NET-3",1,5.7,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"September","Bergamot","NWT","NWT-1",4,5.7,4,-0.392732764842184,4,"Bergamot","Model 2"
"September","Canada wildrye","NET","NET-3",5,5.7,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"September","Little bluestem","NET","NET-3",5,5.7,2,-0.473667879089405,2,"Little bluestem","Model 2"
"September","Mullein","SWT","SWT-2",2,5.7,10,-0.149927422100524,10,"Mullein","Model 2"
"September","Side oats gramma","SET","SET-3",4,5.7,3,-0.433200321965794,3,"Side oats gramma","Model 2"
"July","Cup plant","SET","SET-2",3,5.8,0,-0.554602993336625,0,"Cup plant","Model 2"
"July","Smooth brome","NWT","NWT-2",1,5.8,5,-0.352265207718574,5,"Smooth brome","Model 2"
"September","Little bluestem","MT","MT-3",6,5.8,6,-0.311797650594964,6,"Little bluestem","Model 2"
"September","Side oats gramma","SET","SET-1",6,5.8,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"September","Yellow wood sorrel","MT","MT-1",4,5.8,0,-0.554602993336625,0,"Yellow wood sorrel","Model 2"
"May","Hedge bindweed","WMT","WMT-1",4,5.9,4,-0.392732764842184,4,"Hedge bindweed","Model 2"
"July","Canada wildrye","WMT","WMT-3",6,5.9,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"July","Cup plant","SWT","SWT-2",6,5.9,1,-0.514135436213015,1,"Cup plant","Model 2"
"September","Big bluestem","NET","NET-2",2,5.9,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Panicle aster","MT","MT-1",6,5.9,0,-0.554602993336625,0,"Panicle aster","Model 2"
"September","Sweet clover","WMT","WMT-2",5,6,0,-0.554602993336625,0,"Sweet clover","Model 2"
"May","Canada wildrye","NET","NET-2",2,6.1,5,-0.352265207718574,5,"Canada wildrye","Model 2"
"September","Gray headed coneflower","NET","NET-2",4,6.1,4,-0.392732764842184,4,"Grey headed coneflower","Model 2"
"July","Canada wildrye","NET","NET-1",1,6.2,3,-0.433200321965794,3,"Canada wildrye","Model 2"
"July","Side oats gramma","SET","SET-2",4,6.2,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Bergamot","NET","NET-1",1,6,4,-0.392732764842184,4,"Bergamot","Model 2"
"July","Little bluestem","SWT","SWT-3",1,6.3,0,-0.554602993336625,0,"Little bluestem","Model 2"
"July","Switchgrass","NWT","NWT-1",2,6.3,0,-0.554602993336625,0,"Switchgrass","Model 2"
"September","Stiff goldenrod","NWT","NWT-3",6,6.3,6,-0.311797650594964,6,"Stiff leaf goldenrod","Model 2"
"May","Bergamot","NWT","NWT-2",6,6.4,10,-0.149927422100524,10,"Bergamot","Model 2"
"July","Bergamot","WMT","WMT-1",5,6.4,12,-0.0689923078533035,12,"Bergamot","Model 2"
"July","Smooth brome","WMT","WMT-2",6,6.4,0,-0.554602993336625,0,"Smooth brome","Model 2"
"May","Gray headed coneflower","WMT","WMT-2",2,6.5,10,-0.149927422100524,10,"Grey headed coneflower","Model 2"
"July","Indiangrass","WMT","WMT-1",4,6.5,0,-0.554602993336625,0,"Indiangrass","Model 2"
"September","Bergamot","SET","SET-2",3,6.5,3,-0.433200321965794,3,"Bergamot","Model 2"
"September","Canada wildrye","NET","NET-1",6,6.5,3,-0.433200321965794,3,"Canada wildrye","Model 2"
"September","Panicle aster","NET","NET-1",1,6.5,3,-0.433200321965794,3,"Panicle aster","Model 2"
"May","Bergamot","NWT","NWT-2",1,6.6,0,-0.554602993336625,0,"Bergamot","Model 2"
"May","Hedge bindweed","MT","MT-3",1,6.6,1,-0.514135436213015,1,"Hedge bindweed","Model 2"
"May","Hedge bindweed","WMT","WMT-1",5,6.6,1,-0.514135436213015,1,"Hedge bindweed","Model 2"
"July","Indiangrass","NET","NET-3",5,6.6,0,-0.554602993336625,0,"Indiangrass","Model 2"
"September","Gray headed coneflower","NET","NET-1",4,6.6,7,-0.271330093471354,7,"Grey headed coneflower","Model 2"
"September","Stiff sunflower","WMT","WMT-2",1,6.6,0,-0.554602993336625,0,"Stiff sunflower","Model 2"
"May","Stiff goldenrod","WMT","WMT-2",4,6.7,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Little bluestem","NWT","NWT-2",4,6.7,10,-0.149927422100524,10,"Little bluestem","Model 2"
"July","Stiff goldenrod","SET","SET-2",5,6.7,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"May","Canada wildrye","NET","NET-1",6,6.8,11,-0.109459864976914,11,"Canada wildrye","Model 2"
"July","Big bluestem","NWT","NWT-1",2,6.8,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Cup plant","WMT","WMT-2",1,6.8,0,-0.554602993336625,0,"Cup plant","Model 2"
"September","Indiangrass","SWT","SWT-3",1,6.8,23,0.376150820506408,23,"Indiangrass","Model 2"
"May","Bergamot","NET","NET-2",3,6.9,9,-0.190394979224134,9,"Bergamot","Model 2"
"September","Bergamot","SET","SET-3",2,6.9,0,-0.554602993336625,0,"Bergamot","Model 2"
"September","Gray headed coneflower","NWT","NWT-1",6,6.9,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"September","Little bluestem","NWT","NWT-2",2,6.9,0,-0.554602993336625,0,"Little bluestem","Model 2"
"May","Stiff goldenrod","WMT","WMT-3",6,7,1,-0.514135436213015,1,"Stiff leaf goldenrod","Model 2"
"July","Gray headed coneflower","NWT","NWT-1",5,7,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"July","Little bluestem","WMT","WMT-2",4,7,78,2.60186646230496,78,"Little bluestem","Model 2"
"July","Side oats gramma","WMT","WMT-2",1,7,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Smooth brome","WMT","WMT-3",1,7,7,-0.271330093471354,7,"Smooth brome","Model 2"
"September","Cup plant","SWT","SWT-3",1,7,0,-0.554602993336625,0,"Cup plant","Model 2"
"September","Side oats gramma","MT","MT-3",3,7,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Little bluestem","WMT","WMT-1",6,7.1,0,-0.554602993336625,0,"Little bluestem","Model 2"
"July","Stiff goldenrod","NET","NET-1",3,7.1,3,-0.433200321965794,3,"Stiff leaf goldenrod","Model 2"
"July","Stiff goldenrod","SET","SET-2",3,7.1,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"September","Hoary vervain","NET","NET-2",6,7.1,0,-0.554602993336625,0,"Hoary vervain","Model 2"
"September","Stiff goldenrod","NET","NET-1",4,7.1,7,-0.271330093471354,7,"Stiff leaf goldenrod","Model 2"
"May","Cup plant","WMT","WMT-3",3,7.2,4,-0.392732764842184,4,"Cup plant","Model 2"
"May","Stiff goldenrod","NET","NET-2",4,7.2,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Big bluestem","SET","SET-3",6,7.2,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Bergamot","SET","SET-3",5,7.2,2,-0.473667879089405,2,"Bergamot","Model 2"
"September","Stiff sunflower","MT","MT-3",4,7.2,5,-0.352265207718574,5,"Stiff sunflower","Model 2"
"September","Sweet clover","WMT","WMT-2",6,7.2,2,-0.473667879089405,2,"Sweet clover","Model 2"
"May","Little bluestem","MT","MT-3",5,7.3,1,-0.514135436213015,1,"Little bluestem","Model 2"
"July","Canada wildrye","SET","SET-3",3,7.3,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"July","Gray headed coneflower","NWT","NWT-2",4,7.3,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"September","Bergamot","NET","NET-3",3,7.3,3,-0.433200321965794,3,"Bergamot","Model 2"
"September","Gray headed coneflower","SET","SET-2",4,7.3,13,-0.0285247507296934,13,"Grey headed coneflower","Model 2"
"September","Panicle aster","SET","SET-3",6,7.3,1,-0.514135436213015,1,"Panicle aster","Model 2"
"May","Bergamot","NWT","NWT-3",2,7.4,19,0.214280592011967,19,"Bergamot","Model 2"
